CODIGO_UNICO,SECTOR,DEPARTAMENTO,NIVEL_GOBIERNO,IDENTIFICADOR_OBRA,PROCESO,OBJETO_PROCESO,CODIGO_OBRA,NOMBREOBRA,METODO_CONTRATACION,TIEMPO_ABSOLUCION_CONSULTAS,TIEMPO_PRESENTACION_OFERTAS
2508148,ORDEN PÚBLICO Y SEGURIDAD,LA LIBERTAD,GOBIERNO REGIONAL,2508148-2508148-718827-2059561-145003,19,Obra,145003,CREACION DE LOS SERVICIOS DE PROTECCIÓN CONTRA INUNDACIONES DE LAS AGUAS DE LAS AVENIDAS DE LA CUENCA DE LA QUEBRADA EL LEÓN EN LOS DISTRITOS DE LA ESPERANZA Y HUANCHACO DE LA  PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD - PAQUETE C1,Convenio,0,0
2509330,AGROPECUARIA,TACNA,GOBIERNO LOCAL,2509330-2509330-835772-2149848-168500,6,Consultoría de Obra,168500,CREACION DEL SERVICIO DE AGUA PARA RIEGO EN LAS COMISIONES DE USUARIOS DE CAIRANI; HUANUARA; QUILAHUANI Y DISTRITO DE CANDARAVE - PROVINCIA DE CANDARAVE - DEPARTAMENTO DE TACNA,Concurso Público,0,0
2510582,TRANSPORTE,PIURA,GOBIERNO REGIONAL,2510582-2510582-794558-2121907-142752,3,Consultoría de Obra,142752,MEJORAMIENTO DE LA CARRETERA EMP-1NR(YAPATERA)-FATIMA-CHAPICA EL CARMELO- PALO BLANCO-CHILILIQUE ALTO (SALIDA)-PLATANAL ALTO-PAMPA DE RAMADA-HUASIPE-LIMON-TUCAQUE-MASTRANTE-FRIAS; DISTRITO DE FRIAS; DEL DISTRITO DE CHULUCANAS; LAS PROVINCIAS DE MORROPON Y AYABACA DEL DEPARTAMENTO DE PIURA,Concurso Público,0,0
2510582,TRANSPORTE,PIURA,GOBIERNO REGIONAL,2510582-2510582-795515-2115293-142752,6,Consultoría de Obra,142752,MEJORAMIENTO DE LA CARRETERA EMP-1NR(YAPATERA)-FATIMA-CHAPICA EL CARMELO- PALO BLANCO-CHILILIQUE ALTO (SALIDA)-PLATANAL ALTO-PAMPA DE RAMADA-HUASIPE-LIMON-TUCAQUE-MASTRANTE-FRIAS; DISTRITO DE FRIAS; DEL DISTRITO DE CHULUCANAS; LAS PROVINCIAS DE MORROPON Y AYABACA DEL DEPARTAMENTO DE PIURA,Adjudicación Simplificada,0,0
2511978,SALUD,ANCASH,GOBIERNO NACIONAL,2511978-2511978-715875-2057224-141280,15,Obra,141280,RECUPERACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL APOYO CASMA II-1; DISTRITO DE CASMA; PROVINCIA CASMA; REGIÓN ANCASH,Convenio,0,0
2512108,EDUCACIÓN,AREQUIPA,GOBIERNO LOCAL,2512108-2512108-719115-2070204-142870,5,Consultoría de Obra,142870,CREACION DEL SERVICIO EDUCATIVO EN LOS NIVELES INICIAL; PRIMARIA Y SECUNDARIA DE LA I.E. GRAN UNIDAD ESCOLAR MAJES; EN EL MODULO E DE CIUDAD MAJES DEL DISTRITO DE MAJES - PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA,Adjudicación Simplificada,0,0
2524692,ORDEN PÚBLICO Y SEGURIDAD,ICA,GOBIERNO REGIONAL,2524692-2524692-838734-2137079-168881,10,Obra,168881,MEJORAMIENTO Y AMPLIACION DE SERVICIO DE PROTECCION ANTE AVENIDAS EXTREMAS EN LA QUEBRADA CANSAS/CHANCHAJALLA DE LOS SECTORES LOS ROSALES; LA TINGUIÑA Y CHANCHAJALLA DEL DISTRITO DE LA TINGUIÑA - PROVINCIA DE ICA - DEPARTAMENTO DE ICA,Convenio,0,0
2525415,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,2525415-2525415-850175-2170878-171833,17,Consultoría de Obra,171833,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA ÑAÑA DEL DISTRITO DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,Concurso Público,0,0
2525415,SANEAMIENTO,LIMA,GOBIERNO NACIONAL,2525415-2525415-864537-2169921-171833,20,Consultoría de Obra,171833,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO PARA LAS NUEVAS HABILITACIONES DEL ESQUEMA ÑAÑA DEL DISTRITO DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,Concurso Público,0,0
2525722,SALUD,LIMA,GOBIERNO NACIONAL,2525722-2525722-907015-2199913-502191,4,Consultoría de Obra,502191,CREACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL PAPA FRANCISCO DE MANCHAY; DISTRITO DE PACHACAMAC - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,Concurso Público,0,0
2525796,ORDEN PÚBLICO Y SEGURIDAD,LIMA,GOBIERNO NACIONAL,2525796-2525796-807059-2115965-162538,5,Obra,162538,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCIÓN ANTE INUNDACIONES Y MOVIMIENTO DE MASAS EN LA QUEBRADA HUAYCOLORO; DISTRITO DE SAN ANTONIO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,Convenio,0,0
2526257,SALUD,LORETO,GOBIERNO REGIONAL,2526257-2526257-787803-2120506-157638,1,Consultoría de Obra,157638,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD ESPECIALIZADOS DEL HOSPITAL REGIONAL DE LORETO ''FELIPE ARRIOLA IGLESIAS''EN EL DISTRITO DE PUNCHANA -PROVINCIA DE MAYNAS -DEPARTAMENTO DE LORETO,Concurso Público,0,0
2526257,SALUD,LORETO,GOBIERNO REGIONAL,2526257-2526257-818891-2141124-157638,3,Consultoría de Obra,157638,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD ESPECIALIZADOS DEL HOSPITAL REGIONAL DE LORETO ''FELIPE ARRIOLA IGLESIAS''EN EL DISTRITO DE PUNCHANA -PROVINCIA DE MAYNAS -DEPARTAMENTO DE LORETO,Concurso Público,0,0
2527677,ORDEN PÚBLICO Y SEGURIDAD,MULTIDEPARTAMENTAL,GOBIERNO REGIONAL,2527677-2527677-933478-2201070-505394,14,Consultoría de Obra,505394,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROTECCION FRENTE A INUNDACIONES EN AMBAS MARGENES DEL RIO CHANCAY - TRAMO PUENTE SAN CARLOS - DISTRITO DE LLAMA - DEPARTAMENTO DE CAJAMARCA ; HASTA LA DESEMBOCADURA DEL MAR EN LOS DISTRITOS DE ETEN ; CHONGOYAPE ; MONSEFU ; PATAPO ; POMALCA ; PUCALA ; REQUE ; SAÑA ; TUMAN - 9 DISTRITOS DE LA PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE,Convenio,0,0
2530648,ENERGÍA,LORETO,GOBIERNO NACIONAL,2530648-2530648-798195-2131672-151347,4,Consultoría de Obra,151347,AMPLIACIÓN DE LA ELECTRIFICACIÓN RURAL EN LAS PROVINCIAS DE DATEM DEL MARAÑON Y LORETO; REGIÓN LORETO,Concurso Público,0,0
2530648,ENERGÍA,LORETO,GOBIERNO NACIONAL,2530648-2530648-873095-2175081-151347,16,Obra,151347,AMPLIACIÓN DE LA ELECTRIFICACIÓN RURAL EN LAS PROVINCIAS DE DATEM DEL MARAÑON Y LORETO; REGIÓN LORETO,Adjudicación Simplificada,0,0
2532678,SANEAMIENTO,PIURA,GOBIERNO NACIONAL,2532678-2532678-818927-2123971-164917,6,Obra,164917,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL INTEGRAL DE LA CIUDAD DE SULLANA BELLAVISTA EN LOS DISTRITOS DE SULLANA Y BELLAVISTA DE LA  PROVINCIA DE SULLANA DEPARTAMENTO DE PIURA,Convenio,0,0
2532763,SANEAMIENTO,PIURA,GOBIERNO NACIONAL,2532763-2532763-829462-2130739-166726,9,Obra,166726,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL INTEGRAL DE LA CIUDAD DE TALARA DEL DISTRITO DE PARIÑAS - PROVINCIA DE TALARA - DEPARTAMENTO DE PIURA,Convenio,0,0
2534855,SALUD,CAJAMARCA,GOBIERNO REGIONAL,2534855-2534855-779529-2122319-157262,7,Consultoría de Obra,157262,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO CELENDIN DEL DISTRITO DE CELENDIN - PROVINCIA DE CELENDIN - DEPARTAMENTO DE CAJAMARCA,Adjudicación Simplificada - Ley N° 31125,0,0
2534855,SALUD,CAJAMARCA,GOBIERNO REGIONAL,2534855-2534855-803552-2122374-157262,2,Consultoría de Obra,157262,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL DE APOYO CELENDIN DEL DISTRITO DE CELENDIN - PROVINCIA DE CELENDIN - DEPARTAMENTO DE CAJAMARCA,Adjudicación Simplificada - Ley N° 31125,0,0
2539202,SANEAMIENTO,LA LIBERTAD,GOBIERNO NACIONAL,2539202-2539202-880875-2170206-179053,4,Consultoría de Obra,179053,CREACION DEL SERVICIO DE DRENAJE PLUVIAL EN EL AMBITO URBANO DE 5 DISTRITOS DE LA PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD,Convenio,0,0
2539902,SALUD,CAJAMARCA,GOBIERNO REGIONAL,2539902-2539902-779518-2119958-157263,5,Consultoría de Obra,157263, MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL JOSE SOTO CADENILLAS DE CHOTA; DISTRITO DE CHOTA - PROVINCIA DE CHOTA - DEPARTAMENTO DE CAJAMARCA,Adjudicación Simplificada - Ley N° 31125,0,0
2539902,SALUD,CAJAMARCA,GOBIERNO REGIONAL,2539902-2539902-789743-2119072-157263,4,Consultoría de Obra,157263, MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL JOSE SOTO CADENILLAS DE CHOTA; DISTRITO DE CHOTA - PROVINCIA DE CHOTA - DEPARTAMENTO DE CAJAMARCA,Adjudicación Simplificada - Ley N° 31125,0,0
2540449,AGROPECUARIA,ANCASH,GOBIERNO REGIONAL,2540449-2540449-804591-2127248-161130,5,Consultoría de Obra,161130,MEJORAMIENTO DEL CANAL DE IRRIGACION  IRCHIM  DESDE EL KM 0 000 AL KM 40 100; ÁMBITO DEL P.E. CHINECAS EN EL  DISTRITO DE CHIMBOTE; PROVINCIA DE SANTA; DEPARTAMENTO DE ANCASH,Adjudicación Simplificada,0,0
2542271,SANEAMIENTO,PIURA,GOBIERNO NACIONAL,2542271-2542271-881598-2170756-179057,6,Consultoría de Obra,179057,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL DE LA CIUDAD DE PAITA DEL DISTRITO DE PAITA - PROVINCIA DE PAITA - DEPARTAMENTO DE PIURA,Convenio,0,0
2542639,SANEAMIENTO,TUMBES,GOBIERNO NACIONAL,2542639-2542639-882742-2171762-179281,7,Consultoría de Obra,179281,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE DRENAJE PLUVIAL URBANO EN LOS CENTROS POBLADOS DE TUMBES Y PUEBLO NUEVO; EN LOS DISTRITOS DE TUMBES Y CORRALES DE LA PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES,Convenio,0,0
2545188,SANEAMIENTO,LAMBAYEQUE,GOBIERNO NACIONAL,2545188-2545188-881533-2170533-179056,5,Consultoría de Obra,179056,CREACION DEL SERVICIO DE DRENAJE PLUVIAL EN EL ÁMBITO URBANO DE 4 DISTRITOS DE LA PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE,Convenio,0,0
2555903,TRANSPORTE,UCAYALI,GOBIERNO REGIONAL,2555903-2555903-896909-2184770-176267,9,Consultoría de Obra,176267,MEJORAMIENTO DE LA TRANSITABILIDAD VIAL INTERURBANA DE LA CARRETERA DEPARTAMENTAL UC-103 EN EL TRAMO NUEVA REQUENA - SAN JOSÉ EN LOS DISTRITOS DE YARINACOCHA Y NUEVA REQUENA DE LA PROVINCIA DE CORONEL PORTILLO - DEPARTAMENTO DE UCAYALI,Adjudicación Simplificada,0,0
2560253,SALUD,TUMBES,GOBIERNO REGIONAL,2560253-2560253-872989-2168467-176993,4,Obra,176993,RECONSTRUCCIÓN DEL HOSPITAL DE APOYO SAUL GARRIDO ROSILLO II-1; DISTRITO DE TUMBES - PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES,Procedimiento Especial de Contratación,0,0
2560253,SALUD,TUMBES,GOBIERNO REGIONAL,2560253-2560253-873027-2175066-176993,5,Consultoría de Obra,176993,RECONSTRUCCIÓN DEL HOSPITAL DE APOYO SAUL GARRIDO ROSILLO II-1; DISTRITO DE TUMBES - PROVINCIA DE TUMBES - DEPARTAMENTO DE TUMBES,Procedimiento Especial de Contratación,0,0
